query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags
如果回忆记得,如果回忆记得,6.3,6.7,0,0,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,3.4,1141,66,萧氏剧盟,3男3女 4.5小时 新手 2022.09发行,中式 情感 沉浸 都市
百年谋杀漫谈,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
恋爱洗牌,恋爱洗牌,5.7,5.8,0,0,6.4,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8328,296,玩剧自由工作室,4男4女 4.5小时 进阶 2022.07发行,架空 机制 欢乐 都市
晴天,晴天,7.0,6.7,0,0,0,7.2,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,3.4,10209,420,狸猫文创,3男3女 4.5小时 进阶 2022.06发行,中式 情感 沉浸 都市
夏日奇想,夏日奇想,7.0,7.3,6.9,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,1.4,16626,798,剧格工厂,4男3女 5.0小时 高阶 2022.01发行,日式 推理 立意 二次元
你我他下卷旧巷子的猫,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
大雪侦探和倒霉蛋,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
玻璃屋3漫游白兔屋,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
长安一片月,长安一片月,6.8,7.1,0,0,0,6.3,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,3.4,914,68,破釜沉舟,剧本：《长安一片月》 类型：古风、情感、沉浸、还原、历史 人物：3男3女 时常：4.5-5小时 总评：①推理⭐️⭐️⭐️⭐️ ②剧情⭐️⭐️⭐️⭐...全文,古风 情感 沉浸 历史
玛丽推理守则,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
九霄2,九霄2,7.3,7.0,0,0,0,7.4,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,3083,16815,852,武汉呱剧本工作室; 葫芦巷发行工作室,今晚打完二讲实话是有点生气的，此本70%演绎都是男主&npc和女主&npc的故事，2个主角很嗨，4个陪玩大眼瞪小眼！这个本的c位太明显了，没拿到的人可能就是干坐7小时，我作为一个边边，中间一度都会有点困（全程演绎的情况下犯困也是少见），此外文笔之烂我也不想...全文,古风 还原 沉浸 玄幻
水镜八奇3群雄逐鹿,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
不夜城,不夜城,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,jio滑的工作室,3男3女 4.5小时 进阶 2024.08发行,现代 机制 欢乐 其他
克塔尼德的安全守则,克塔尼德的安全守则,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,入局文化,3男3女 4.0小时 进阶 2022.07发行,
家长会2爱丽丝的最后一次漫游,家长会2：爱丽丝的最后一次漫游,6.9,7.0,0,0,0,0,0,0,6.9,0,0,0,0,0,7.2,0,0,0,0,0,6718,5474,214,核桃剧本工作室,3男3女 4.5小时 进阶,
乌骨,乌骨,7.7,7.6,0,0,0,7.6,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,3.4,66401,4493,树人工作室,百本选手说剧本:剧本《乌骨》6人本 4女2男 剧本类型:城限本 情感本 游戏时间:6.5小时左右 👬适合人群：情感本玩家 ❤剧情感受：...全文,古风 情感 沉浸 武侠
树洞,《树洞》,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V崽工作室,2男4女 4.5小时 新手 2022.07发行,中式 情感 沉浸 都市
卖快乐的人,卖快乐的人,7.6,7.4,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,5322,21657,975,橘·剧本实验室,2男3女 4.5小时 新手 2022.07发行,日式 情感 治愈 都市
吟梦集,吟梦集,6.0,6.2,5.8,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,7675,163,婳张工作室,3男3女 5.0小时 进阶 2021.06发行,古风 推理 沉浸 家国
八苦捌苦,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
帕拉丁,帕拉丁（PALADIN）,7.3,6.6,0,0,7.0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,9517,17790,782,知道剧行,4男3女 6.0小时 进阶 2022.05发行,
六个盒子β帕佐庄园,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
桔梗花消失的秋天,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
丁达尔克的神奇夜,丁达尔克的神奇夜,7.7,7.7,7.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47598,122322,6922,灰烬工作室,3男3女 6.0小时 进阶 2022.07发行,架空 机制 沉浸 进阶
王府跪谈,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
兔子世界下起胡萝卜雨,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
蜀山传之人间篇,蜀山传之人间篇,7.6,7.4,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,11691,225,小本买卖工作室; FB发行工作室,3男3女 4.0小时 进阶,古风 机制 博弈 仙侠
地狱收音机,青川怪谈：地狱收音机,6.6,6.8,6.6,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,1.4,7493,319,白夜追熊工作室,3男3女 4.5小时 进阶 2022.06发行,
回家2远方,回家2远方,7.6,7.2,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,3.4,12517,505,枫叶工作室; 北京BIG,3男3女 4.5小时 进阶 2022.04发行,中式 情感 沉浸 都市
w,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
将死未死的thx,将死未死的THX,6.1,6.5,6.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14084,33466,1143,满分工作室; DA剧本工场,【将死未死的THX】反转／推理／还原／悬疑 【角色时长】眼镜男／7小时 【人数配置】4男2女／可反串 【推荐角色】无边缘位，确实想上车体验的话推荐衬衫男／卫衣女 【选店建议】该本对DM要求极高！不是演...全文,
花与爱丽丝,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
鲸落,鲸落,8.5,8.0,0,0,0,0,0,0,0,0,7.8,0,0,0,8.4,0,0,0,0,0,6090,107402,5860,表里山河创作; 疯狂剧制,2男3女 4.5小时 进阶 2022.06发行,
归途花开,归途花开,6.8,7.0,0,0,0,6.7,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,3.4,3336,115,扶摇文创工作室,3男3女 4.5小时 进阶,中式 情感 沉浸 都市
小吊梨汤2从前的月亮是个橘子,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
吉田花屋山田洋子2,山田洋子2：吉田花屋,6.9,7.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9655,21404,513,水镜出品,3男3女 4.5小时 进阶 2022.05发行,日式 推理 惊悚 怪谈
孤舟萤豪门系列,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
哈哈哈哈哈哈,哈哈哈哈哈哈哈,6.1,6.0,0,0,6.8,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,17941,446,帽子戏法工作室,3男4女 4.0小时 进阶 2022.05发行,架空 机制 欢乐 都市
玫瑰玫瑰,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
苍岐,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
凤起长安,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
余生,《余生》,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5322,0,0,ActionGame·沉浸式剧场,4男4女 3.5小时 新手 2023.11发行,
死刑犯的独白,死刑犯的独白,7.9,7.4,0,7.1,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,5043,31872,1760,小鱼干工作室,【5小时/马小斌/有明显c位/体验分：3分】 ❎一句话总结：非刑侦本玩家真天牢系列 『🌟关键词：味同嚼蜡，猪肉味的鸡肉干，c位明显，叙诡生硬，2024年不用再补课』 『🌟角色体验：男女体验没有明显偏差。...全文,
元德十三年,元德十三年：京师之乱,7.1,7.0,0,0,0,6.9,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,3083,6404,308,惊查局文创工作室,3男4女 4.5小时 进阶,古风 还原 沉浸 家国
嘉禾望岗,芳华2：嘉禾望岗,7.7,7.5,0,0,0,7.6,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,6718,12150,445,燃点工作室,3男3女 4.0小时 进阶 2021.11发行,
恶名昭著3杀手没有假期,恶名昭著3：杀手没有假期,7.7,7.7,6.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11092,16936,640,东方剧制,4男2女 4.5小时 进阶 2022.04发行,
十分之一,十分之一1/10,7.4,7.3,0,0,0,7.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,16445,592,砝码文创工作室,3男3女 4.0小时 进阶 2022.05发行,架空 机制 沉浸 都市
你还有遗憾吗？,你还有遗憾吗,6.7,6.3,0,0,0,6.4,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,6718,3110,101,西安如约而至; 天津剧盟发行工作室,2男4女 4.5小时 新手 2021.08发行,
怪闻夜行惊奇卷,怪闻！夜行惊奇卷,7.5,7.2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38394,60271,3528,葵花工作室; 咪咕挑灯工作室,3男3女 5.5小时 高阶 2022.06发行,
稚双归,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
金箍,金箍,8.2,7.7,0,0,0,7.8,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,6718,48154,2639,道友留步; 卡卡工作室,3男3女 5.0小时 进阶 2022.01发行,古风 情感 演绎 神话
达摩克利斯之剑,达摩克利斯之剑,7.4,7.6,6.8,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1.4,19292,996,口袋发行,4男2女 6.0小时 高阶 2022.01发行,
浮生梦余烬,浮生梦·余烬,8.0,7.8,0,0,0,7.7,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,6718,43042,2114,浮生梦文创,3男3女 4.5小时 进阶 2022.02发行,
春日怨.半仙瓦舍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
半盏茶事半盏茶室,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
横行加勒比.无人之海,横行加勒比：无人之海,7.0,6.8,0,0,0,0,7.3,0,0,0,0,0,0,0,6.9,0,0,0,0,0,748,5099,128,山橘推理,4男2女 4.0小时 新手 2021.11发行,欧美 机制 立意 新手
老骗子俱乐部2,老骗子俱乐部2,7.0,6.8,0,0,7.3,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,34719,789,飞鱼探案,百本选手说剧本:剧本《老骗子俱乐部2》6人本 3男3女 剧本类型:盒装本 欢乐 机制本 游戏时间:5.5小时左右 这个本 还挺不错的 少有的 第二部作品 超越第一部的 适合 戏精玩家 阳光开朗的玩家 （我获得了最后的CEO）特别开心😊 🈶 跑团 🈶凶案 🈶私聊 🈶公聊 🈶投票 🈶技能 总结一句话 就是 开开心心 随便打的 一个本,中式 机制 欢乐 都市
神乐汤,神乐汤,7.9,7.5,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30910,79633,4320,黑马剧制; 元宇宙故事局,3男2女 4.5小时 进阶 2022.03发行,日式 推理 欢乐 玄幻
你不知道的事,你不知道的事,7.3,7.1,6.8,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,2.8,4340,89,墨得创意; 山橘推理,3男3女 4.0小时 新手 2021.06发行,中式 推理 沉浸 家国
月亮沉入海底时,月亮沉入海底时,7.3,7.1,0,0,0,7.4,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,44177,1576,书凝出品,3男3女 4.0小时 进阶 2022.03发行,中式 机制 沉浸 校园
关于北原千夜的一切,关于北原千夜的一切,8.6,8.3,0,0,0,0,0,8.2,0,0,7.7,0,0,0,0,0,0,0,0,0,1.1,170819,16216,禾风工作室,4男2女 4.5小时 进阶 2022.04发行,
再见的三次方,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
风华,风华,6.4,6.6,6.2,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,2.8,1599,48,DA剧本工场,3男3女 4.0小时 进阶,古风 推理 沉浸 武侠
世纪末最后的萤火侦探,世纪末最后的萤火侦探,7.3,7.5,6.8,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19231,26478,1534,江东剧制,4男2女 6.0小时 高阶 2021.11发行,日式 推理 演绎法 都市
三体最终决议,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
青楼2,青楼2,6.0,6.3,0,0,6.7,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,85287,2128,西昆仑发行工作室,4男3女 4.0小时 进阶 2022.04发行,架空 机制 欢乐 武侠
盛夏白瓷梅子汤,盛夏白瓷梅子汤,7.5,7.2,5.8,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,3.4,13390,384,白昼剧制,《盛夏白瓷梅子汤》⭐️⭐️⭐️⭐️ 📖剧本类型：中式/治愈/情感/新手 👦🏻玩家配置：③男④女 ⌚️体验时长：⑤小时 ❤️体验角色：慕长风（这个角色像我...全文,中式 情感 沉浸 都市
神注视着你,神注视着你,8.0,7.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16230,24319,879,南昌罗生门推理室,3男3女 4.5小时 进阶 2021.05发行,
帕佐庄园,帕佐庄园,8.0,7.4,7.5,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29945,51982,2295,老玉米联合工作室; PUZZLER工作室,4男2女 5.0小时 高阶 2021.08发行,
239二三九,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
冷宫,冷宫,6.1,6.2,0,0,6.6,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3901,104,传送门工作室,1男5女 3.0小时 进阶 2021.07发行,架空 机制 欢乐 科幻
桑北花杀2月隐西凌,桑北花杀2：月隐西凌,6.9,6.6,0,6.1,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,9517,20935,641,老玉米联合工作室,4男4女 5.0小时 进阶 2021.11发行,
向日葵之家,向日葵之家,7.9,7.4,6.8,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,2.8,10813,303,预谋剧制,“哪有什么岁月静好，只是有人在替你负重前行” 单纯为了哲男上的车，体验真的特别好，体量不大时长4小时，但是需要两位男dm演绎再搭配一个女演员. 感谢哲男、梓新、冰冰的...全文,中式 推理 沉浸 都市
霜华引2,霜华引2：沉星赋,6.3,6.3,6.1,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,3161,4802,125,剧满楼创意工作室,4男3女 4.5小时 进阶 2021.10发行,古风 机制 博弈 仙侠
谭山高校怪谈,K的游戏：诡寓实录2谭山高校怪谈,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K的游戏,1男0女 2.0小时 新手 2021.09发行,
杀猪,杀猪,6.0,6.2,0,0,6.8,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,78941,2055,十库工作室,5男3女 4.5小时 进阶 2022.03发行,架空 机制 欢乐 都市
虚无的十字架,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
达知县,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
暗黑者2七宗欲,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
三十二年春,三十二年春,7.2,7.0,0,0,0,6.9,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6718,16847,561,树人工作室,4男3女 5.0小时 进阶,古风 情感 演绎 家国
逃脱艺术家,逃脱艺术家2：叙弗涅密契,8.8,7.9,8.6,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,39113,24149,3867,山橘推理; 为雨发行工作室,3男3女 10.0小时 进阶 2025.03发行,
俞家旅馆,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
大唐秘史神龙劫,大唐秘史·神龙劫,5.7,6.6,0,6.1,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,9517,8061,209,老玉米联合工作室; 九根香工作室,【类型】：阵营、机制、情感、还原、古风 【人数】：8人（4男4女） 【时长】：5.5小时 【关键词：盒装价格! 城限质量! 】 玩之前没有了解过这个本，被朋友拉上车的。开始玩了以后发现剧本的故事线完整，人物关系看似...全文,
北纬62度的风,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
遇见寰宇,遇见寰宇,5.6,6.1,6.4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11953,24686,798,灰烬工作室,3男3女 6.0小时 高阶 2022.01发行,
甜蜜的家,甜蜜的家,7.6,7.2,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11542,34494,1560,凡几剧制,3男2女 4.0小时 进阶 2022.01发行,
下凡神仙的悲惨生活,下凡神仙的悲惨生活,5.9,6.2,0,0,7.0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10125,217,铭思文化,4男3女 3.0小时 新手 2021.11发行,架空 机制 欢乐 玄幻
星之子,星之子,7.3,7.1,0,0,0,6.9,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,6718,3975,144,相骏诗工作室,3男3女 4.0小时 进阶 2021.08发行,
晚安风铃草,晚安风铃草,7.5,7.2,7.0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,7609,6182,215,梦境岭剧本工作室,补测系列《晚安风铃草》⭐️⭐️⭐️ 📖剧本类型：现代/情感/欢乐/新手 👦🏻玩家配置：③男③女 ⌚️体验时长：4.5小时 ❤️体验角色...全文,中式 机制 沉浸 都市
江湖,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
涂川2：三生契,涂川2：三生契,8.2,7.5,0,0,0,7.9,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,45302,96993,4857,,3男3女 4.5小时 新手 2021.12发行,古风 情感 演绎 玄幻
猎人笔记正午,猎人笔记：正午,8.5,8.0,0,0,0,0,0,0,7.8,0,0,0,0,0,8.0,0,0,0,0,0,34591,61149,2919,雪碧工作室,百本选手说剧本:剧本《猎人笔记:正午》7人本 4男3女（最好不反串）剧本类型:城限本 立意本 游戏时间:5小时左右 👬适合人群：考...全文,
聆听者2：密语人,聆听者2：密语人,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,伊一工作室,3男4女 4.5小时 新手 2022.03发行,
七日囚徒,七日囚徒,7.8,7.6,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,11.3,47103,2418,武汉Top剧本工作,3男3女 5.5小时 进阶 2022.09发行,
